Rank,Names,Age,WorthPerBillion,Worth,Work Industry,Company Name,Country,State,City,Organization,Self Made,Gender,Date of Birth,Title,Age Group
375,Randa Duncan Williams,60,6.6,6600000000.00,Energy,Pipelines,United States,Texas,Houston,Enterprise GP Holdings,FALSE,Female,28/08/1961,Chairman,Middle Aged Adult
386,Ray Lee Hunt,78,6.5,6500000000.00,Energy,Oil RealEstate,United States,Texas,Dallas,Not provided,FALSE,Male,06/04/1943,Chief Executive Officer,Old
471,Tilman Fertitta,64,5.6,5600000000.00,Food & Beverage,HoustonRockets Entertainment,United States,Texas,Houston,Fertitta Entertainment,TRUE,Male,25/06/1957,Chief Executive Officer and Chairman,Old
509,Ken Fisher,71,5.3,5300000000.00,Finance & Investments,MoneyManagement,United States,Texas,Dallas,Not provided,TRUE,Male,29/11/1950,Chief Executive Officer,Old
536,Robert Bass,74,5.1,5100000000.00,Energy,Oil Investments,United States,Texas,Fort Worth,Not provided,FALSE,Male,19/03/1948,Chief Executive Officer,Old
552,Autry Stephens,83,5,5000000000.00,Energy,Oil,United States,Texas,Midland,Not provided,TRUE,Male,01/01/1939,Chief Executive Officer,Old
601,Mark Cuban,63,4.7,4700000000.00,Media & Entertainment,OnlineRetail,United States,Texas,Dallas,Dallas Mavericks,TRUE,Male,31/07/1958,Founder,Old
601,Robert Brockman,80,4.7,4700000000.00,Technology,Software,United States,Texas,Houston,Not provided,TRUE,Male,28/05/1941,Chief Executive Officer,Old
637,Robert Rowling,68,4.5,4500000000.00,Service,Hotels Investments,United States,Texas,Dallas,Not provided,FALSE,Male,26/09/1953,Chief Executive Officer,Old
637,Trevor Rees-Jones,70,4.5,4500000000.00,Energy,Oil Gas,United States,Texas,Dallas,Not provided,TRUE,Male,12/08/1951,Chief Executive Officer,Old
637,David Bonderman,79,4.5,4500000000.00,Finance & Investments,PrivateEquity,United States,Texas,Fort Worth,Not provided,TRUE,Male,27/11/1942,Chief Executive Officer,Old
637,Bert Beveridge,60,4.5,4500000000.00,Food & Beverage,Vodka,United States,Texas,Austin,Not provided,TRUE,Male,01/01/1962,Chief Executive Officer,Middle Aged Adult
665,Margot Birmingham Perot,88,4.3,4300000000.00,Technology,ComputerServices RealEstate,United States,Texas,Dallas,Not provided,FALSE,Female,15/11/1933,Chief Executive Officer,Old
665,W. Herbert Hunt,93,4.3,4300000000.00,Energy,Oil,United States,Texas,Dallas,Not provided,FALSE,Male,06/03/1929,Investor,Old
665,Dan Friedkin,57,4.3,4300000000.00,Automotive,ToyotaDealerships,United States,Texas,Houston,Gulf States Toyota,FALSE,Male,27/02/1965,Founder,Middle Aged Adult
687,Janice McNair,85,4.2,4200000000.00,Sports,Energy Sports,United States,Texas,Houston,Not provided,FALSE,Female,30/09/1936,Chief Executive Officer,Old
709,Thai Lee,63,4.1,4100000000.00,Technology,ITProvider,United States,Texas,Austin,Not provided,TRUE,Female,27/11/1958,Chief Executive Officer,Old
728,Kelcy Warren,66,4,4000000000.00,Energy,Pipelines,United States,Texas,Dallas,Not provided,TRUE,Male,09/11/1955,Chief Executive Officer,Old
883,Sid Bass,79,3.4,3400000000.00,Energy,Oil Investments,United States,Texas,Fort Worth,Not provided,FALSE,Male,09/04/1942,Chief Executive Officer,Old
913,John Arnold,48,3.3,3300000000.00,Finance & Investments,HedgeFunds,United States,Texas,Houston,Centaurus Advisors,TRUE,Male,09/03/1974,Founder,Middle Aged Adult
951,"H. Ross Perot, Jr.",63,3.2,3200000000.00,Real Estate,RealEstate,United States,Texas,Dallas,Not provided,FALSE,Male,07/11/1958,Chief Executive Officer,Old
1012,Joseph Liemandt,53,3,3000000000.00,Technology,Software,United States,Texas,Austin,Not provided,TRUE,Male,05/08/1968,Chief Executive Officer,Middle Aged Adult
1053,"Drayton McLane, Jr.",85,2.9,2900000000.00,Fashion & Retail,Walmart Logistics,United States,Texas,Temple,Not provided,FALSE,Male,22/07/1936,Chief Executive Officer,Old
1096,John Paul DeJoria,77,2.8,2800000000.00,Fashion & Retail,HairProducts Tequila,United States,Texas,Austin,Not provided,TRUE,Male,13/04/1944,Chief Executive Officer,Old
1163,Bill Austin,80,2.7,2700000000.00,Manufacturing,HealthcareIT,United States,Texas,Brownsville,Not provided,TRUE,Male,25/02/1942,Chief Executive Officer,Old
1163,George Bishop,84,2.7,2700000000.00,Energy,Oil Gas,United States,Texas,The Woodlands,Not provided,TRUE,Male,06/10/1937,Entrepreneur,Old
1238,Gerald Ford,77,2.5,2500000000.00,Finance & Investments,Banking,United States,Texas,Dallas,Ford Financial Fund,TRUE,Male,04/08/1944,Director,Old
1238,Donald Horton & family,72,2.5,2500000000.00,Real Estate,Homebuilding,United States,Texas,Fort Worth,Not provided,TRUE,Male,05/03/1950,Chief Executive Officer,Old
1292,William Franke,84,2.4,2400000000.00,Diversified,Airlines,United States,Texas,Houston,Not provided,TRUE,Male,15/04/1937,Chief Executive Officer,Old
1292,Edward Bass,76,2.4,2400000000.00,Energy,Oil Investments,United States,Texas,Fort Worth,Not provided,FALSE,Male,10/09/1945,Chief Executive Officer,Old
1341,Ray Davis,80,2.3,2300000000.00,Energy,Pipelines,United States,Texas,Dallas,Not provided,TRUE,Male,18/12/1941,Chief Executive Officer,Old
1445,Lee Bass,65,2.1,2100000000.00,Energy,Oil Investments,United States,Texas,Fort Worth,Not provided,FALSE,Male,24/05/1956,Chief Executive Officer,Old
1445,Jim Breyer,60,2.1,2100000000.00,Technology,VentureCapital,United States,Texas,Austin,Breyer Capital,TRUE,Male,26/07/1961,Investor,Middle Aged Adult
1513,Todd Wagner,61,2,2000000000.00,Media & Entertainment,OnlineRetail,United States,Texas,Dallas,Not provided,TRUE,Male,02/08/1960,Chief Executive Officer,Old
1645,Mark & Robyn Jones,64,1.8,1800000000.00,Finance & Investments,Insurance,United States,Texas,Fort Worth,Not provided,TRUE,Female,Not provided,Chief Executive Officer and Chairman,Old
1645,Paul Foster,64,1.8,1800000000.00,Energy,Oil,United States,Texas,El Paso,Western Refining,TRUE,Male,08/10/1957,Chairman,Old
1645,Christopher Goldsbury,79,1.8,1800000000.00,Food & Beverage,Salsa,United States,Texas,San Antonio,Silver Ventures,FALSE,Male,01/01/1943,Chief Executive Officer,Old
1645,Leslie Alexander,78,1.8,1800000000.00,Sports,SportsTeams,United States,Texas,Houston,Not provided,TRUE,Male,30/06/1943,Chief Executive Officer,Old
1729,James Leininger,77,1.7,1700000000.00,Healthcare,MedicalDevices,United States,Texas,San Antonio,Not provided,TRUE,Male,30/03/1945,Chief Executive Officer,Old
1729,David Booth,76,1.7,1700000000.00,Finance & Investments,MutualFunds,United States,Texas,Austin,Dimensional Fund Advisors,TRUE,Male,01/01/1946,Chief Executive Officer and Chairman,Old
1729,Stephen Winn,75,1.7,1700000000.00,Real Estate,RealEstate,United States,Texas,Dallas,Not provided,TRUE,Male,12/09/1946,Chief Executive Officer,Old
1729,Billy Joe (Red) McCombs,94,1.7,1700000000.00,Diversified,RealEstate Oil Car Sports,United States,Texas,San Antonio,Not provided,TRUE,Male,19/10/1927,Chief Executive Officer,Old
1929,Drew Houston,39,1.5,1500000000.00,Technology,CloudStorageService,United States,Texas,Austin,Dropbox,TRUE,Male,04/03/1983,Chief Executive Officer,Young Adult
1929,Fayez Sarofim,93,1.5,1500000000.00,Finance & Investments,MoneyManagement,United States,Texas,Houston,Not provided,FALSE,Male,19/11/1928,Chief Executive Officer,Old
1929,Timothy Headington,71,1.5,1500000000.00,Energy,Oil Gas Investments,United States,Texas,Dallas,Not provided,FALSE,Male,24/04/1950,Chief Executive Officer,Old
1929,Kenny Troutt,74,1.5,1500000000.00,Telecom,Telecom,United States,Texas,Dallas,Not provided,TRUE,Male,08/01/1948,Chief Executive Officer,Old
2076,Jim Crane,68,1.4,1400000000.00,Sports,Logistics Baseball,United States,Texas,Houston,Not provided,TRUE,Male,17/01/1954,Chief Executive Officer,Old
2076,Darwin Deason,81,1.4,1400000000.00,Service,Software,United States,Texas,Dallas,Not provided,TRUE,Male,14/05/1940,Chief Executive Officer,Old
2190,Dan Wilks,65,1.3,1300000000.00,Energy,NaturalGas,United States,Texas,Cisco,Not provided,TRUE,Male,30/05/1956,Chief Executive Officer,Old
2190,Farris Wilks,70,1.3,1300000000.00,Energy,NaturalGas,United States,Texas,Cisco,Not provided,TRUE,Male,09/02/1952,Chief Executive Officer,Old
2190,Marvy Finger,86,1.3,1300000000.00,Real Estate,RealEstate,United States,Texas,Houston,Not provided,TRUE,Male,08/12/1935,Entrepreneur,Old
2324,John Goff,67,1.2,1200000000.00,Real Estate,RealEstate,United States,Texas,Fort Worth,Not provided,TRUE,Male,01/01/1955,Chief Executive Officer,Old
2448,A. Jayson Adair,52,1.1,1100000000.00,Automotive,DamagedCars,United States,Texas,Dallas,Not provided,TRUE,Male,16/10/1969,Chief Executive Officer,Middle Aged Adult
2578,"Wilbur  'Ed' Bosarge, Jr.",82,1,1000000000.00,Finance & Investments,Trading,United States,Texas,Houston,Not provided,TRUE,Male,28/07/1939,Chief Executive Officer,Old
951,Gail Miller,78,3.2,3200000000.00,Automotive,CarDealerships,United States,Utah,Salt Lake City,Not provided,TRUE,Female,14/10/1943,Chief Executive Officer,Old
951,Matthew Prince,47,3.2,3200000000.00,Technology,Cybersecurity,United States,Utah,Park City,Not provided,TRUE,Male,01/01/1975,Chief Executive Officer,Middle Aged Adult
1818,Ryan Smith,43,1.6,1600000000.00,Technology,CloudComputing,United States,Utah,Provo,Qualtrics,TRUE,Male,28/06/1978,Chief Executive Officer and Cofounder,Middle Aged Adult
1818,Scott Watterson,66,1.6,1600000000.00,Technology,FitnessEquipment,United States,Utah,Logan,Not provided,TRUE,Male,18/05/1955,Chief Executive Officer,Old
2076,Jared Smith,47,1.4,1400000000.00,Technology,CloudComputing,United States,Utah,Provo,Not provided,TRUE,Male,02/10/1974,Chief Executive Officer,Middle Aged Adult
2448,Scott Smith,72,1.1,1100000000.00,Technology,CloudComputing,United States,Utah,Provo,Not provided,TRUE,Male,12/04/1949,Chief Executive Officer,Old
41,Jacqueline Mars,82,31.7,31700000000.00,Food & Beverage,Candy PetFood,United States,Virginia,The Plains,Not provided,FALSE,Female,10/10/1939,Chief Executive Officer,Old
288,Pamela Mars,61,7.9,7900000000.00,Food & Beverage,Candy PetFood,United States,Virginia,Alexandria,Not provided,FALSE,Female,01/08/1960,Chief Executive Officer,Old
687,Daniel D'Aniello,75,4.2,4200000000.00,Finance & Investments,PrivateEquity,United States,Virginia,Vienna,Not provided,TRUE,Male,14/09/1946,Chief Executive Officer,Old
778,"William Conway, Jr.",72,3.8,3800000000.00,Finance & Investments,PrivateEquity,United States,Virginia,McLean,Carlyle Group,TRUE,Male,27/08/1949,Cofounder,Old
913,Winifred J. Marquart,62,3.3,3300000000.00,Manufacturing,CleaningProducts,United States,Virginia,Virginia Beach,Not provided,FALSE,Female,06/04/1959,Chief Executive Officer,Old
1818,Michael Saylor,57,1.6,1600000000.00,Technology,Cryptocurrency,United States,Virginia,Vienna,Not provided,TRUE,Male,04/02/1965,Chief Executive Officer,Middle Aged Adult
1929,Steve Case,63,1.5,1500000000.00,Technology,AOL,United States,Virginia,McLean,Not provided,TRUE,Male,21/08/1958,Chief Executive Officer,Old
2324,George Pedersen,86,1.2,1200000000.00,Manufacturing,Defense Contractor,United States,Virginia,McLean,Not provided,TRUE,Male,18/08/1935,Chief Executive Officer,Old
2448,Richard Fairbank,71,1.1,1100000000.00,Finance & Investments,Banking,United States,Virginia,McLean,Not provided,TRUE,Male,01/09/1950,Chief Executive Officer,Old
2,Jeff Bezos,58,171,171000000000.00,Technology,Amazon,United States,Washington,Seattle,Amazon,TRUE,Male,12/01/1964,Entrepreneur,Middle Aged Adult
4,Bill Gates,66,129,129000000000.00,Technology,Microsoft,United States,Washington,Medina,Bill & Melinda Gates Foundation,TRUE,Male,28/10/1955,Cofounder,Old
9,Steve Ballmer,66,91.4,91400000000.00,Technology,Microsoft,United States,Washington,Hunts Point,Los Angeles Clippers,TRUE,Male,24/03/1956,Founder,Old
30,MacKenzie Scott,51,43.6,43600000000.00,Technology,Amazon,United States,Washington,Seattle,Not provided,FALSE,Female,07/04/1970,Philanthropist,Middle Aged Adult
411,Melinda French Gates,57,6.2,6200000000.00,Technology,Microsoft,United States,Washington,Medina,Bill & Melinda Gates Foundation,FALSE,Female,15/08/1964,Cochairman,Middle Aged Adult
438,Charles Simonyi,73,5.8,5800000000.00,Technology,Microsoft,United States,Washington,Medina,Not provided,TRUE,Male,10/09/1948,Chief Executive Officer,Old
728,Howard Schultz,68,4,4000000000.00,Food & Beverage,Starbucks,United States,Washington,Seattle,Not provided,TRUE,Male,19/07/1953,Chief Executive Officer,Old
764,Gabe Newell,59,3.9,3900000000.00,Gambling & Casinos,VideoGames,United States,Washington,Seattle,Valve Corporation,TRUE,Male,03/11/1962,Chief Executive Officer and Cofounder,Middle Aged Adult
1096,James Jannard,72,2.8,2800000000.00,Fashion & Retail,Sunglasses,United States,Washington,San Juan Islands,Not provided,TRUE,Male,08/06/1949,Chief Executive Officer,Old
1397,Craig McCaw,72,2.2,2200000000.00,Telecom,Telecom,United States,Washington,Hunts Point,Not provided,FALSE,Male,11/08/1949,Chief Executive Officer,Old
1513,Orion Hindawi,42,2,2000000000.00,Technology,Software,United States,Washington,Seattle,Tanium,TRUE,Male,10/01/1980,Chief Executive Officer,Middle Aged Adult
1645,David Hindawi,77,1.8,1800000000.00,Technology,Software,United States,Washington,Seattle,Tanium,TRUE,Male,08/12/1944,Chairman,Old
2076,Martin Selig,84,1.4,1400000000.00,Real Estate,RealEstate,United States,Washington,Seattle,Not provided,TRUE,Male,31/12/1937,Chief Executive Officer,Old
2448,Bob Muglia,62,1.1,1100000000.00,Technology,Software,United States,Washington,Mercer Island,Not provided,TRUE,Male,02/10/1959,Chief Executive Officer,Old
2578,Bruce Nordstrom,88,1,1000000000.00,Fashion & Retail,NordstromDepartmentStores,United States,Washington,Seattle,Not provided,FALSE,Male,01/10/1933,Chief Executive Officer,Old
2578,Glenn Sanford,55,1,1000000000.00,Real Estate,RealEstate Brokerage,United States,Washington,Blaine,Not provided,TRUE,Male,15/10/1966,Chief Executive Officer,Middle Aged Adult
104,"John Menard, Jr.",82,16.6,16600000000.00,Fashion & Retail,HomeDepot,United States,Wisconsin,Eau Claire,Menards,TRUE,Male,22/01/1940,Entrepreneur,Old
183,Diane Hendricks,75,10.7,10700000000.00,Construction & Engineering,Roofing,United States,Wisconsin,Afton,ABC Supply,TRUE,Female,02/03/1947,Entrepreneur,Old
235,"Herbert Kohler, Jr. & family",83,8.8,8800000000.00,Manufacturing,Plumbing,United States,Wisconsin,Kohler,Kohler Co.,FALSE,Male,20/02/1939,Chairman,Old
343,Judy Faulkner,78,7,7000000000.00,Technology,HealthcareIT,United States,Wisconsin,Madison,Epic Systems,TRUE,Female,11/08/1943,Chief Executive Officer and Founder,Old
552,"James Cargill, II.",72,5,5000000000.00,Food & Beverage,Cargill,United States,Wisconsin,Birchwood,Not provided,FALSE,Male,07/04/1949,Chief Executive Officer,Old
913,H. Fisk Johnson,63,3.3,3300000000.00,Manufacturing,CleaningProducts,United States,Wisconsin,Racine,Not provided,FALSE,Male,19/05/1958,Chief Executive Officer,Old
913,S. Curtis Johnson,66,3.3,3300000000.00,Manufacturing,CleaningProducts,United States,Wisconsin,Racine,Not provided,FALSE,Male,05/05/1955,Chief Executive Officer,Old
913,Helen Johnson-Leipold,65,3.3,3300000000.00,Manufacturing,CleaningProducts,United States,Wisconsin,Racine,Not provided,FALSE,Female,30/12/1956,Chief Executive Officer,Old
41,John Mars,86,31.7,31700000000.00,Food & Beverage,Candy PetFood,United States,Wyoming,Jackson,Not provided,FALSE,Male,15/10/1935,Chief Executive Officer,Old
106,Lukas Walton,35,16.5,16500000000.00,Fashion & Retail,Walmart,United States,Wyoming,Jackson,Not provided,FALSE,Male,19/09/1986,Chief Executive Officer,Young Adult
288,Christy Walton,73,7.9,7900000000.00,Fashion & Retail,Walmart,United States,Wyoming,Jackson,Children's Scholarship Fund,FALSE,Female,08/02/1949,Cochairman,Old
552,Hansjoerg Wyss,87,5,5000000000.00,Healthcare,MedicalDevices,United States,Wyoming,Wilson,Not provided,TRUE,Male,01/01/1935,Chief Executive Officer,Old
637,J. Joe Ricketts & family,80,4.5,4500000000.00,Finance & Investments,TDAmeritrade,United States,Wyoming,Little Jackson Hole,Not provided,TRUE,Male,16/07/1941,Chief Executive Officer,Old
1445,Amy Wyss,51,2.1,2100000000.00,Healthcare,MedicalEquipment,United States,Wyoming,Wilson,Not provided,FALSE,Female,01/01/1971,Chief Executive Officer,Middle Aged Adult
